C¢digo,Nivel,T°tulo,ComitÇ,Sector Productivo
EC0460.01,2,Operaci¢n del veh°culo colectivo van,Movilidad y Transportes del Estado de Puebla,"TRANSPORTES, CORREOS Y ALMACENAMIENTO"
EC0461.01,2,Operaci¢n del veh°culo unitario taxi terrestre,Movilidad y Transportes del Estado de Puebla,"TRANSPORTES, CORREOS Y ALMACENAMIENTO"
EC0462,4,Ejecuci¢n de las Atribuciones de la Secretar°a del Ayuntamiento,Administraci¢n P£blica del Estado de MÇxico,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC0463,2,Integraci¢n del tomo apÇndice,Funci¢n Catastral y Registral del Estado de Puebla,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC0464,2,Validaci¢n del proyecto de precalificaci¢n registral,Funci¢n Catastral y Registral del Estado de Puebla,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC0465,2,Asesor°a de servicios postventa de automotores en agencias distribuidoras,"Asociaci¢n Mexicana de Distribuidores de Automotores, A.C. (AMDA)",COMERCIO AL POR MENOR
EC0466,2,Diagn¢stico electr¢nico automotriz,C†mara Mexicana de la Industria de la Construcci¢n,OTROS SERVICIOS EXCEPTO ACTIVIDADES GUBERNAMENTALES
EC0467,3,Dibujo y manufactura de componentes,Cl£ster Automotriz de Nuevo Le¢n,INDUSTRIAS MANUFACTURERAS
EC0468,2,Asistencia en farmacias para la dispensaci¢n de medicamentos y dem†s insumos para la salud.,De la Comisi¢n Federal para la Protecci¢n contra Riesgos Sanitarios y el Sector FarmacÇutico,COMERCIO AL POR MENOR
EC0469,2,"Venta de bebidas no alcoh¢licas, conservas alimenticias y alimentos perecederos en veh°culo de reparto",Conservas Alimenticias,COMERCIO AL POR MENOR
EC0470,4,Administraci¢n de la seguridad y salud en la obra de construcci¢n,Secretar°a del Trabajo y Previsi¢n Social,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC0471,3,Administraci¢n del inmueble de Mini Bodegas para auto-almacenaje.,"Asociaci¢n Mexicana de Profesionales Inmobiliarios, A.C.",SERVICIOS INMOBILIARIOS Y DE ALQUILER DE BIENES MUEBLES E INTANGIBLES
EC0472,2,Ejecuci¢n de trabajos de carpinter°a de obra blanca,C†mara Mexicana de la Industria de la Construcci¢n,CONSTRUCCI‡N
EC0473,3,Instalaci¢n del sistema de calentamiento solar de agua de circulaci¢n forzada con termotanque,Energ°a Renovable y Eficiencia EnergÇtica,CONSTRUCCI‡N
EC0474,2,Acondicionamiento f°sico de j¢venes y adultos para el mantenimiento de la salud,Del Deporte,SERVICIOS EDUCATIVOS
EC0475,2,Estimulaci¢n con actividades acu†ticas a ni§os y ni§as de uno a tres a§os once meses de edad.,Del Deporte,SERVICIOS EDUCATIVOS
EC0476,2,Organizaci¢n de eventos locales de nataci¢n,Del Deporte,"SERVICIOS DE ESPARCIMIENTO CULTURALES Y DEPORTIVOS, Y OTROS SERVICIOS RECREATIVOS"
EC0477,3,Tutor°a en la Educaci¢n Media Superior y Superior,Sector Educativo en el Estado de Puebla,SERVICIOS EDUCATIVOS
EC0478,2,Operaci¢n del veh°culo de quinta rueda,Sector Log°stico de San Luis Potos°,"TRANSPORTES, CORREOS Y ALMACENAMIENTO"
EC0479,2,Aplicaci¢n de la metodolog°a de an†lisis causa ra°z en el an†lisis de incidentes,Atenci¢n a Contingencias de Petr¢leos Mexicanos,"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC0480,2,"Mantenimiento mec†nico, electromec†nico y electr¢nico a equipos de producci¢n de bebidas no alcoh¢licas y conservas alimenticias",Conservas Alimenticias,OTROS SERVICIOS EXCEPTO ACTIVIDADES GUBERNAMENTALES
EC0481,1,Cosecha de berries,"Sector Rural (Agropecuario, pesquero, forestal, ambiental y de alimentaci¢n)","AGRICULTURA, CR÷A Y EXPLOTACI‡N DE ANIMALES, APROVECHAMIENTO FORESTAL, PESCA Y CAZA"
EC0482,3,Interpretaci¢n en museos/ instituciones culturales,Museo Interactivo de Econom°a MIDE,"SERVICIOS DE ESPARCIMIENTO CULTURALES Y DEPORTIVOS, Y OTROS SERVICIOS RECREATIVOS"
EC0483,4,Protecci¢n de personas en el †mbito p£blico y privado,Protecci¢n Federal y Seguridad Privada,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC0484,3,Asesor°a en el cuidado preventivo y beneficios del uso de productos para la salud bucal.,Colgate Palmolive y la Asociaci¢n Nacional de Distribuidores de Medicinas,COMERCIO AL POR MENOR
EC0485,4,Asesor°a para la obtenci¢n de pensi¢n en los Sistemas de Seguridad Social en MÇxico,Congreso del Trabajo,"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC0486,4,Compra de libros para librer°as,"C†mara Nacional de la Industria Editorial Mexicana, CANIEM",COMERCIO AL POR MAYOR
EC0487,2,Efectuar actos administrativos de notificaci¢n personal y ejecuci¢n emitidos por autoridades fiscales.,Instituto del Fondo Nacional de Vivienda para los Trabajadores,"SERVICIOS DE APOYO A LOS NEGOCIOS Y MANEJO DE RESIDUOS, Y SERVICIOS DE REMEDIACI‡N"
EC0488,2,Entrega de correspondencia y env°os a domicilio,De la Secretar°a de Comunicaciones y Transportes,"TRANSPORTES, CORREOS Y ALMACENAMIENTO"
EC0490,4,Gesti¢n ambiental estratÇgica en las organizaciones productivas y de servicios.,"C†mara MÇxico-Alemana de Comercio e Industria, A.C.","SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC0491,2,Implementaci¢n de la Metodolog°a de las 5ÔS para la mejora continua,Congreso del Trabajo,"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC0492,2,Implementaci¢n de la metodolog°a para la gesti¢n de Perfiles y Mapas de Riesgo en Seguridad y Salud en el Trabajo en la organizaci¢n.,Productividad y Trabajo Decente,"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC0493,2,Medici¢n de los niveles de iluminaci¢n y reflexi¢n en el ambiente laboral.,Secretar°a del Trabajo y Previsi¢n Social,"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC0494,2,Medici¢n de los niveles de ruido en el ambiente laboral,Secretar°a del Trabajo y Previsi¢n Social,"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC0495,3,Operaci¢n segura de calderas,Secretar°a del Trabajo y Previsi¢n Social,"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC0496,3,Verificaci¢n de las condiciones de seguridad e higiene en minas de carb¢n.,Secretar°a del Trabajo y Previsi¢n Social,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC0497,3,Orientaci¢n telef¢nica a mujeres y v°ctimas de la violencia basada en el gÇnero,Para la Igualdad de GÇnero,SERVICIOS DE SALUD Y DE ASISTENCIA SOCIAL
EC0498,3,Armado del Bogui,Sistema de Transporte Colectivo,"TRANSPORTES, CORREOS Y ALMACENAMIENTO"
EC0499,4,Conducci¢n del tren neum†tico,Sistema de Transporte Colectivo,"TRANSPORTES, CORREOS Y ALMACENAMIENTO"
EC0500,3,Acci¢n con legalidad y prevenci¢n de la corrupci¢n en la Administraci¢n P£blica,Administraci¢n P£blica Federal,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC0501,3,Coordinar actividades de montaje de obra mec†nica de construcci¢n industrial,C†mara Mexicana de la Industria de la Construcci¢n,CONSTRUCCI‡N
EC0502,3,"Dirigir las actividades civiles de terracer°as, cimentaciones y estructuras de concreto reforzado para obras de construcci¢n industrial",C†mara Mexicana de la Industria de la Construcci¢n,CONSTRUCCI‡N
EC0503,3,Dirigir las actividades de montaje e instalaci¢n de instrumentos para obras de construcci¢n industrial,C†mara Mexicana de la Industria de la Construcci¢n,CONSTRUCCI‡N
EC0504,2,Operaci¢n de una estaci¢n total topogr†fica,Sector de la Construcci¢n en el Estado de Nuevo Le¢n,CONSTRUCCI‡N
EC0505,2,Operaci¢n del nivel fijo topogr†fico,Sector de la Construcci¢n en el Estado de Nuevo Le¢n,CONSTRUCCI‡N
EC0506,3,Prestaci¢n de servicios de instalaci¢n y mantenimiento de sistemas de refrigeraci¢n hasta 25 toneladas de refrigeraci¢n,Refrigeraci¢n y Climatizaci¢n,CONSTRUCCI‡N
EC0507,4,Liderazgo para la autonom°a de gesti¢n en centros de trabajo educativos,Editorial Santillana,SERVICIOS EDUCATIVOS
EC0508,4,Coordinaci¢n de servicios de extensionismo integral y territorial,"Sector Rural (Agropecuario, pesquero, forestal, ambiental y de alimentaci¢n)","SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC0509,2,Aplicaci¢n del censo biomÇtrico para la obtenci¢n de las caracter°sticas individuales,Guardia Nacional,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC0510,3,Implementaci¢n de tÇcnicas policiales en el restablecimiento del orden p£blico,Guardia Nacional,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC0512,3,Realizaci¢n de investigaci¢n de gabinete en la actuaci¢n policial,Guardia Nacional,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC0513,3,Aprender a emprender en los centros de trabajo,ManpowerGroup,"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC0514,4,Asesor°a para la obtenci¢n de pensi¢n a travÇs del nuevo sistema de cuentas individuales,Congreso del Trabajo,"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC0515,4,Gesti¢n de requisitos para el otorgamiento de licencias de construcci¢n,Sector del Desarrollo Empresarial de Jalisco,CONSTRUCCI‡N
EC0516,4,Gesti¢n para el otorgamiento de licencias de funcionamiento de establecimientos comerciales,Sector del Desarrollo Empresarial de Jalisco,"SERVICIOS DE APOYO A LOS NEGOCIOS Y MANEJO DE RESIDUOS, Y SERVICIOS DE REMEDIACI‡N"
EC0517,2,Operaci¢n del sistema de gesti¢n ambiental en las organizaciones productivas y de servicios,"C†mara MÇxico-Alemana de Comercio e Industria, A.C.","SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC0518,3,Venta especializada de productos y servicios,Universidad de Monterrey,COMERCIO AL POR MAYOR
EC0519,2,Operaci¢n de ventanilla telegr†fica,De la Secretar°a de Comunicaciones y Transportes,"SERVICIOS DE APOYO A LOS NEGOCIOS Y MANEJO DE RESIDUOS, Y SERVICIOS DE REMEDIACI‡N"
EC0520,2,Fabricaci¢n de piezas por desprendimiento de viruta,Industria Automotriz a Nivel Nacional,INDUSTRIAS MANUFACTURERAS
EC0521,2,Preparaci¢n del mantenimiento a los sistemas electromec†nicos,Industria Automotriz a Nivel Nacional,OTROS SERVICIOS EXCEPTO ACTIVIDADES GUBERNAMENTALES
EC0522,2,Colocaci¢n de concreto hidr†ulico hecho en obra,Holcim MÇxico,CONSTRUCCI‡N
EC0523,2,Ejecuci¢n de trabajos de soldadura por arco elÇctrico y alambre tubular con n£cleo de fundente FCAW-G con protecci¢n de gas en tuber°a de acero al carbono en posici¢n 6G,C†mara Mexicana de la Industria de la Construcci¢n,OTROS SERVICIOS EXCEPTO ACTIVIDADES GUBERNAMENTALES
EC0524,2,Ejecuci¢n de trabajos de soldadura por arco elÇctrico y electrodo de tungsteno con protecci¢n de gas GTAW/TIG en tuber°a de acero al carbono en posici¢n 6G,C†mara Mexicana de la Industria de la Construcci¢n,OTROS SERVICIOS EXCEPTO ACTIVIDADES GUBERNAMENTALES
EC0525,2,Ejecuci¢n de trabajos de soldadura por arco met†lico protegido con gas GMAW-MIG/MAG en tuber°a de acero al carbono en posici¢n 6G,C†mara Mexicana de la Industria de la Construcci¢n,OTROS SERVICIOS EXCEPTO ACTIVIDADES GUBERNAMENTALES
EC0526,2,Operaci¢n de cargador frontal,C†mara Mexicana de la Industria de la Construcci¢n,CONSTRUCCI‡N
EC0527,2,Operaci¢n de excavadora,C†mara Mexicana de la Industria de la Construcci¢n,CONSTRUCCI‡N
EC0528,2,Operaci¢n de tractor de cadenas,C†mara Mexicana de la Industria de la Construcci¢n,CONSTRUCCI‡N
EC0529,2,Facilitaci¢n de programas educativos de civismo digital para el uso seguro y responsable de las tecnolog°as de la informaci¢n y la comunicaci¢n en el †mbito escolar,Instituto Tecnol¢gico y de Estudios Superiores de Monterrey (ITESM),SERVICIOS EDUCATIVOS
EC0530,2,Mantenimiento al aerogenerador,Energ°a Renovable y Eficiencia EnergÇtica,"GENERACI‡N, TRANSMISI‡N, DISTRIBUCI‡N Y COMERCIALIZACI‡N DE ENERG÷A ELêCTRICA, SUMINISTRO DE AGUA Y DE GAS NATURAL POR DUCTOS AL CONSUMIDOR FINAL"
EC0531,2,Operaci¢n de la gr£a m¢vil,Gr£as y Dispositivos para Elevaci¢n e Izaje.,"TRANSPORTES, CORREOS Y ALMACENAMIENTO"
EC0532,2,Operaci¢n del veh°culo de emergencia,Sector Log°stico de San Luis Potos°,SERVICIOS DE SALUD Y DE ASISTENCIA SOCIAL
EC0533,3,Instalaci¢n de aprovechamiento de gas para uso domÇstico,Del Sector de Gases Combustibles,CONSTRUCCI‡N
EC0534,2,Realizaci¢n de an†lisis e identificaci¢n de voz vinculada a alg£n delito,Guardia Nacional,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC0535,4,Realizaci¢n de la intervenci¢n de inmuebles con tÇcnicas y t†cticas policiales,Guardia Nacional,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC0536,5,Auditor°a de los sistemas de gesti¢n del riesgo,Sector Seguridad Privada,"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC0537,5,Comercializaci¢n internacional de productos,C†mara Nacional de la Industria de la Transformaci¢n (CANACINTRA),"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC0538.01,2,Venta de libros en librer°as,"C†mara Nacional de la Industria Editorial Mexicana, CANIEM",COMERCIO AL POR MENOR
EC0539,4,Atenci¢n presencial de primer contacto a mujeres v°ctimas de violencia de gÇnero,Para la Igualdad de GÇnero,SERVICIOS DE SALUD Y DE ASISTENCIA SOCIAL
EC0540,4,Desarrollo de procesos de Troquelado,"C†mara MÇxico-Alemana de Comercio e Industria, A.C.",INDUSTRIAS MANUFACTURERAS
EC0541,4,Impartici¢n del programa de educaci¢n para el consumo responsable,Tecnolog°as de la Informaci¢n y la Comunicaci¢n para la Educaci¢n del ILCE,SERVICIOS EDUCATIVOS
EC0542,4,Aplicaci¢n de la investigaci¢n del entorno socioecon¢mico en evaluaci¢n de control de confianza,Guardia Nacional,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC0543,3,Aplicaci¢n del an†lisis toxicol¢gico en muestra de orina mediante prueba r†pida en evaluaci¢n de control de confianza,Guardia Nacional,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC0544.01,3,Impartici¢n de cursos policiales,Guardia Nacional,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC0545,1,Implementaci¢n de medidas de seguridad f°sica en instalaciones de la Federaci¢n,Guardia Nacional,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC0546,3,Proporcionar servicios de seguridad y protecci¢n a personas,Guardia Nacional,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC0547,3,Realizaci¢n de investigaci¢n de campo en la actuaci¢n policial,Guardia Nacional,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC0548,3,Consejer°a en Adicciones,Prevenci¢n y Atenci¢n de las Adicciones,SERVICIOS DE SALUD Y DE ASISTENCIA SOCIAL
EC0549,2,Realizaci¢n de los procesos tÇcnicos en archivos de tr†mite,Acceso a la Informaci¢n P£blica y Administraci¢n de Archivos P£blicos,INFORMACI‡N EN MEDIOS MASIVOS
EC0550,4,Manejo de semovientes caninos en la detecci¢n de objetivos,Guardia Nacional,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC0551,3,Aplicaci¢n de la bater°a psicol¢gica en la evaluaci¢n de control de confianza,Guardia Nacional,"SERVICIOS DE APOYO A LOS NEGOCIOS Y MANEJO DE RESIDUOS, Y SERVICIOS DE REMEDIACI‡N"
EC0553,2,Comunicaci¢n Efectiva en el Trabajo,ManpowerGroup,"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC0554,2,Trabajo en Equipo,ManpowerGroup,"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC0555,1,Conducci¢n y manejo del cami¢n motobomba,"Servicios de bomberos, rescate, atenci¢n de emergencias y desastres","ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC0556,2,Manejo de equinos,"Sector Rural (Agropecuario, pesquero, forestal, ambiental y de alimentaci¢n)","AGRICULTURA, CR÷A Y EXPLOTACI‡N DE ANIMALES, APROVECHAMIENTO FORESTAL, PESCA Y CAZA"
EC0557,2,Promoci¢n del Desarrollo Rural Sustentable de la Agricultura Familiar,"Sector Rural (Agropecuario, pesquero, forestal, ambiental y de alimentaci¢n)","SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC0558,4,Dise§o e impartici¢n de cursos/ actividades acadÇmicas/ asignaturas en materia de seguridad p£blica y privada,Protecci¢n Federal y Seguridad Privada,SERVICIOS EDUCATIVOS
EC0559,3,Seguridad f°sica en instalaciones,Protecci¢n Federal y Seguridad Privada,"SERVICIOS DE APOYO A LOS NEGOCIOS Y MANEJO DE RESIDUOS, Y SERVICIOS DE REMEDIACI‡N"
EC0561,2,Prestaci¢n de servicios de aseo y alimentaci¢n en el hogar,de Trabajo en el hogar,OTROS SERVICIOS EXCEPTO ACTIVIDADES GUBERNAMENTALES
EC0562,2,Obtenci¢n de volumetr°a de movimiento de tierras mediante una plataforma CAD,Tecnol¢gico Nacional de MÇxico,"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC0563,3,Dise§o de acciones formativas presenciales con enfoque de competencias,Formaci¢n para el Trabajo,SERVICIOS EDUCATIVOS
EC0564,3,Dise§o de estrategias did†cticas aplicando tecnolog°as de la informaci¢n y la comunicaci¢n,Formaci¢n para el Trabajo,SERVICIOS EDUCATIVOS
EC0565,4,Prestaci¢n de servicios de consultor°a para la familia empresaria,Instituto Tecnol¢gico y de Estudios Superiores de Monterrey (ITESM),"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC0566,5,Prestaci¢n de servicios de consultor°a en negocios,Instituto Tecnol¢gico y de Estudios Superiores de Monterrey (ITESM),"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC0567,4,Impartici¢n de cursos con educaci¢n experiencial,Universidad de Monterrey,SERVICIOS EDUCATIVOS
EC0568,3,Elaboraci¢n de guion de televisi¢n,Formaci¢n para el Trabajo,INFORMACI‡N EN MEDIOS MASIVOS
EC0569,2,Realizaci¢n de maquillaje correctivo en medios masivos de comunicaci¢n,Formaci¢n para el Trabajo,INFORMACI‡N EN MEDIOS MASIVOS
EC0570,4,Producci¢n ejecutiva de cine,Formaci¢n para el Trabajo,INFORMACI‡N EN MEDIOS MASIVOS
EC0571,4,Producci¢n ejecutiva de televisi¢n,Formaci¢n para el Trabajo,INFORMACI‡N EN MEDIOS MASIVOS
EC0572,2,Prestaci¢n de los servicios de limpieza integral,Grupo CAPSIESA,"SERVICIOS DE APOYO A LOS NEGOCIOS Y MANEJO DE RESIDUOS, Y SERVICIOS DE REMEDIACI‡N"
EC0573,2,Prestaci¢n de servicios de seguridad privada integral,Grupo CAPSIESA,"SERVICIOS DE APOYO A LOS NEGOCIOS Y MANEJO DE RESIDUOS, Y SERVICIOS DE REMEDIACI‡N"
EC0574,3,Supervisi¢n de los servicios de seguridad privada,Grupo CAPSIESA,"SERVICIOS DE APOYO A LOS NEGOCIOS Y MANEJO DE RESIDUOS, Y SERVICIOS DE REMEDIACI‡N"
EC0575,2,Operaci¢n de m†quinas de costura recta y overlock,Industria y Confecci¢n del vestido del Estado de Hidalgo,INDUSTRIAS MANUFACTURERAS
EC0576,2,Aplicaci¢n de soldadura en placa de acero al carbono mediante el proceso FCAW con protecci¢n de gas en posici¢n 3G,Industria Metalmec†nica en Hidalgo,OTROS SERVICIOS EXCEPTO ACTIVIDADES GUBERNAMENTALES
EC0577,2,Aplicaci¢n de soldadura en placa de acero al carbono mediante el proceso GMAW en posici¢n 3G.,Industria Metalmec†nica en Hidalgo,OTROS SERVICIOS EXCEPTO ACTIVIDADES GUBERNAMENTALES
EC0578,2,Aplicaci¢n de buenas pr†cticas de manejo de productos pesqueros a bordo de embarcaciones menores,"Sector Rural (Agropecuario, pesquero, forestal, ambiental y de alimentaci¢n)","AGRICULTURA, CR÷A Y EXPLOTACI‡N DE ANIMALES, APROVECHAMIENTO FORESTAL, PESCA Y CAZA"
EC0579,2,Instalaci¢n de dispositivos excluidores de peces en redes de arrastre camaroneras,"Sector Rural (Agropecuario, pesquero, forestal, ambiental y de alimentaci¢n)","AGRICULTURA, CR÷A Y EXPLOTACI‡N DE ANIMALES, APROVECHAMIENTO FORESTAL, PESCA Y CAZA"
EC0580,2,Recepci¢n del pago de peaje en plaza de cobro,De la Secretar°a de Comunicaciones y Transportes,"TRANSPORTES, CORREOS Y ALMACENAMIENTO"
EC0581,2,"Integraci¢n yˇ Funcionamiento de las Comisiones Mixtas de Capacitaci¢n, Adiestramiento y Productividad",De la Productividad y Competitividad Laboral,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC0583,2,Manejo y dispensaci¢n de medicamentos genÇricos en farmacias,Asociaci¢n Nacional de Farmacias de MÇxico,COMERCIO AL POR MENOR
EC0584,2,Manejo y dispensaci¢n de medicamentos de libre acceso en farmacias y establecimientos autorizados,Asociaci¢n Nacional de Farmacias de MÇxico,COMERCIO AL POR MENOR
EC0585,2,Atenci¢n de primeros auxilios a la persona afectada/lesionada,ComitÇ de Gesti¢n por Competencias del Sector Turismo,SERVICIOS DE SALUD Y DE ASISTENCIA SOCIAL
EC0586.01,1,"Instalaci¢n de sistemas fotovoltaicos en residencia, comercio e industria","De Comercio, Industria y Servicios de Baja California \ De Energ°a Renovable y Eficiencia EnergÇtica \ Del Instituto del Fondo Nacional de la Vivienda para los Trabajadores",CONSTRUCCI‡N
EC0587,2,Trasiego en planta de distribuci¢n de Gas L.P. a unidades de distribuci¢n,Del Sector de Gases Combustibles,COMERCIO AL POR MENOR
EC0588,2,Prestaci¢n del servicio de suministro de Gas L.P. a usuario final,Del Sector de Gases Combustibles,COMERCIO AL POR MENOR
EC0589,2,Ejecuci¢n de los procesos operativos del RUV,C†mara Nacional de la Industria de Desarrollo y Promoci¢n de la Vivienda,"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC0590,2,Operaci¢n de plataforma de trabajo m¢vil para elevaci¢n de personal,Gr£as y Dispositivos para Elevaci¢n e Izaje.,"TRANSPORTES, CORREOS Y ALMACENAMIENTO"
EC0591,2,Operaci¢n de trabajo en altura con andamios tipo torre/estructura,Sector Log°stico de San Luis Potos°,"SERVICIOS PROFESIONALES, CIENT÷FICOS Y TêCNICOS"
EC0592,2,Implementaci¢n de vigilancia y seguimiento policial para la obtenci¢n de informaci¢n,Guardia Nacional,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC0593,2,Obtenci¢n de signos vitales y somatometr°a en evaluaci¢n de control de confianza para el ingreso / permanencia en las instituciones de Seguridad P£blica,Guardia Nacional,"ACTIVIDADES LEGISLATIVAS, GUBERNAMENTALES, DE IMPARTICI‡N DE JUSTICIA Y DE ORGANISMOS INTERNACIONALES Y EXTRATERRITORIALES"
EC0594,5,Implementaci¢n del Sistema de Comando de Incidente en el per°odo inicial,Protecci¢n Civil con Enfoque en Gesti¢n Integral de Riesgos,SERVICIOS DE SALUD Y DE ASISTENCIA SOCIAL
EC0595,3,Manejo de agricultura protegida para peque§os productores,"Sector Rural (Agropecuario, pesquero, forestal, ambiental y de alimentaci¢n)","AGRICULTURA, CR÷A Y EXPLOTACI‡N DE ANIMALES, APROVECHAMIENTO FORESTAL, PESCA Y CAZA"
EC0596,2,Manejo de buenas pr†cticas en post-cosecha de frutas,"Sector Rural (Agropecuario, pesquero, forestal, ambiental y de alimentaci¢n)","AGRICULTURA, CR÷A Y EXPLOTACI‡N DE ANIMALES, APROVECHAMIENTO FORESTAL, PESCA Y CAZA"
EC0597,2,Manejo de cultivos hort°colas en agricultura protegida,"Sector Rural (Agropecuario, pesquero, forestal, ambiental y de alimentaci¢n)","AGRICULTURA, CR÷A Y EXPLOTACI‡N DE ANIMALES, APROVECHAMIENTO FORESTAL, PESCA Y CAZA"
EC0598,2,Manejo del riego tecnificado en campo abierto,"Sector Rural (Agropecuario, pesquero, forestal, ambiental y de alimentaci¢n)","GENERACI‡N, TRANSMISI‡N, DISTRIBUCI‡N Y COMERCIALIZACI‡N DE ENERG÷A ELêCTRICA, SUMINISTRO DE AGUA Y DE GAS NATURAL POR DUCTOS AL CONSUMIDOR FINAL"
